open_for_application,Open for Application,आवेदनको लागि खुला,आवेदनया लागि खुला,,UI Strings
closes_today,Closes Today!,आज बन्द हुन्छ!,थौं बन्द जुइ!,,UI Strings
closes_tomorrow,Closes Tomorrow,भोलि बन्द हुन्छ,गबले बन्द जुइ,,UI Strings
opens_tomorrow,Opens Tomorrow,भोलि खुल्छ,गबले खुलइ,,UI Strings
opens_in_days,Opens in {days} days,{days} दिनमा खुल्छ,{days} न्हिइ खुलइ,,UI Strings
closed,Closed,बन्द,बन्द,,UI Strings
issued_units,Issued Units,जारी इकाइहरू,जारी इकाइथें,,UI Strings
applications,Applications,आवेदनहरू,आवेदनथें,,UI Strings
applied_units,Applied Units,आवेदित इकाइहरू,आवेदित इकाइथें,,UI Strings
total_amount,Total Amount,कुल रकम,जक्व रकम,,UI Strings
opens,Opens,खुल्छ,खुलइ,,UI Strings
closes,Closes,बन्द हुन्छ,बन्द जुइ,,UI Strings
last_updated,Last updated: {time},अन्तिम अपडेट: {time},लिपाया अपडेट: {time},,UI Strings
issue_manager,Issue Manager: {name},इश्यू म्यानेजर: {name},इश्यू म्यानेजर: {name},,UI Strings
search_symbol,Search symbol or company...,सिम्बल वा कम्पनी खोज्नुहोस्...,सिम्बल वा कम्पनी मालादिसँ...,,UI Strings
top_volume,Top Volume,उच्च भोल्युम,उच्च भोल्युम,,UI Strings
top_gainers,Top Gainers,उच्च लाभ,उच्च लाभ,,UI Strings
top_losers,Top Losers,उच्च घाटा,उच्च घाटा,,UI Strings
source_merolagani,Source: Merolagani,स्रोत: मेरोलगानी,स्रोत: मेरोलगानी,,UI Strings
market_unavailable,Market data unavailable,बजार डाटा उपलब्ध छैन,बजार डाटा मदु,,UI Strings
market_closed,Market may be closed or data is loading,बजार बन्द हुन सक्छ वा डाटा लोड हुँदैछ,बजार बन्द जुइफु वा डाटा लोड जुयाच्वँ,,UI Strings
vol,Vol,भोल्युम,भोल्युम,,UI Strings
date_converter,Date Converter,मिति परिवर्तक,मिति परिवर्तक,,UI Strings
bs_to_ad,BS → AD,बि.सं. → ई.सं.,बि.सं. → ई.सं.,,UI Strings
ad_to_bs,AD → BS,ई.सं. → बि.सं.,ई.सं. → बि.सं.,,UI Strings
bs_to_gregorian,Bikram Sambat → Gregorian,बिक्रम सम्बत → ग्रेगोरियन,बिक्रम सम्बत → ग्रेगोरियन,,UI Strings
gregorian_to_bs,Gregorian → Bikram Sambat,ग्रेगोरियन → बिक्रम सम्बत,ग्रेगोरियन → बिक्रम सम्बत,,UI Strings
year,Year,वर्ष,दँ,,UI Strings
month,Month,महिना,लः,,UI Strings
day,Day,दिन,न्हि,,UI Strings
gregorian_date,Gregorian Date (AD),ग्रेगोरियन मिति (ई.सं.),ग्रेगोरियन मिति (ई.सं.),,UI Strings
bikram_sambat,Bikram Sambat (BS),बिक्रम सम्बत (बि.सं.),बिक्रम सम्बत (बि.सं.),,UI Strings
invalid_bs_date,Invalid BS date,अवैध बि.सं. मिति,अवैध बि.सं. मिति,,UI Strings
select_date,Select a date,मिति छान्नुहोस्,मिति ल्ययादिसँ,,UI Strings
citizenship_photo_merger,Citizenship Photo Merger,नागरिकता फोटो मर्जर,नागरिकता फोटो मर्जर,,UI Strings
reset,Reset,रिसेट,रिसेट,,UI Strings
merger_instructions,Add front and back photos of your citizenship card to merge them into a single image.,नागरिकताको अगाडि र पछाडिको फोटो थपेर एउटै तस्बिरमा मर्ज गर्नुहोस्।,नागरिकताया न्ह्यः व लिपाया फोटो तयार च्वनेगु।,,UI Strings
front_side,Front Side,अगाडिको भाग,न्ह्यःया भाग,,UI Strings
back_side,Back Side,पछाडिको भाग,लिपाया भाग,,UI Strings
merge_photos,Merge Photos,फोटो मर्ज गर्नुहोस्,फोटो मर्ज याय्,,UI Strings
processing,Processing...,प्रशोधन हुँदैछ...,प्रशोधन जुयाच्वँ...,,UI Strings
file_size,Size: {size},साइज: {size},साइज: {size},,UI Strings
save,Save,सुरक्षित गर्नुहोस्,सुरक्षित याय्,,UI Strings
share,Share,साझा गर्नुहोस्,ब्वनेगु,,UI Strings
gallery,Gallery,ग्यालेरी,ग्यालेरी,,UI Strings
camera,Camera,क्यामेरा,क्यामेरा,,UI Strings
tap_to_select,Tap to select,छनोट गर्न ट्याप गर्नुहोस्,ल्ययेत ट्याप यायेमा,,UI Strings
add_title,Add {title},{title} थप्नुहोस्,{title} तयेमा,,UI Strings
saved_to_photos,Saved to Photos,फोटोमा सुरक्षित भयो,फोटोय् सुरक्षित जुल,,UI Strings
failed_to_save,Failed to save,सुरक्षित गर्न असफल,सुरक्षित याये मजिउ,,UI Strings
image_compressor_title,Image Compressor,तस्बिर कम्प्रेसर,तस्बिर कम्प्रेसर,,UI Strings
compress_images,Compress Images,तस्बिर कम्प्रेस गर्नुहोस्,तस्बिर कम्प्रेस याय्,,UI Strings
compress_desc,Reduce image file size while maintaining quality,गुणस्तर कायम राख्दै तस्बिर फाइल साइज घटाउनुहोस्,गुणस्तर कायम यानाच्वँ तस्बिर फाइल साइज थाकेमा,,UI Strings
select_image,Select Image,तस्बिर छान्नुहोस्,तस्बिर ल्ययादिसँ,,UI Strings
original,Original,मूल,मूल,,UI Strings
compressed,Compressed,कम्प्रेस भएको,कम्प्रेस जूगु,,UI Strings
target_size,Target Size,लक्षित साइज,लक्षित साइज,,UI Strings
compress,Compress,कम्प्रेस गर्नुहोस्,कम्प्रेस याय्,,UI Strings
compressing,Compressing...,कम्प्रेस हुँदैछ...,कम्प्रेस जुयाच्वँ...,,UI Strings
compress_again,Compress Again,फेरि कम्प्रेस गर्नुहोस्,दोबारा कम्प्रेस याय्,,UI Strings
compressed_under,Compressed to under {size},{size} भन्दा कममा कम्प्रेस भयो,{size} भन्दा ल्याय् कम्प्रेस जुल,,UI Strings
could_not_reach,Could not reach target size,लक्षित साइज पुग्न सकेन,लक्षित साइज वने मजिउ,,UI Strings
saved_smaller,Saved {size} ({percent}% smaller),{size} सुरक्षित ({percent}% सानो),{size} सुरक्षित ({percent}% ल्याय्),,UI Strings
forex_rates,Forex Rates,विदेशी मुद्रा दर,विदेशी मुद्रा दर,,UI Strings
nrb_rates,Nepal Rastra Bank Rates,नेपाल राष्ट्र बैंक दर,नेपाल राष्ट्र बैंक दर,,UI Strings
currency,Currency,मुद्रा,मुद्रा,,UI Strings
buy,Buy,किन्नु,ज्वय्,,UI Strings
sell,Sell,बेच्नु,हनेगु,,UI Strings
per_units,Per {units} units,{units} इकाइमा,{units} इकाइय,,UI Strings
failed_load_rates,Failed to load rates,दरहरू लोड गर्न असफल,दरथें लोड याये मजिउ,,UI Strings
network_error,Network error: {error},नेटवर्क त्रुटि: {error},नेटवर्क त्रुटि: {error},,UI Strings
no_data,No data available,डाटा उपलब्ध छैन,डाटा मदु,,UI Strings
gold_silver_title,Gold & Silver,सुन र चाँदी,लुँ व चाँदी,,UI Strings
source,Source: {source},स्रोत: {source},स्रोत: {source},,UI Strings
today_date,Today ({date}),आज ({date}),थौं ({date}),,UI Strings
gold_hallmark,Gold (Hallmark),सुन (हलमार्क),लुँ (हलमार्क),,UI Strings
gold_tejabi,Gold (Tejabi),सुन (तेजाबी),लुँ (तेजाबी),,UI Strings
silver,Silver,चाँदी,चाँदी,,UI Strings
per_tola,per tola,प्रति तोला,प्रति तोला,,UI Strings
this_week,This Week,यो हप्ता,थौंया हप्ता,,UI Strings
date,Date,मिति,मिति,,UI Strings
hallmark,Hallmark,हलमार्क,हलमार्क,,UI Strings
tejabi,Tejabi,तेजाबी,तेजाबी,,UI Strings
failed_load_data,Failed to load data,डाटा लोड गर्न असफल,डाटा लोड याये मजिउ,,UI Strings
gov_services,Government Services,सरकारी सेवाहरू,सरकारी सेवाथें,,UI Strings
search_services,Search services...,सेवाहरू खोज्नुहोस्...,सेवाथें मालादिसँ...,,UI Strings
no_services,No services found,कुनै सेवा भेटिएन,खँग्व सेवा मदु,,UI Strings
try_different,Try a different search term,फरक खोज शब्द प्रयोग गर्नुहोस्,अलग माला शब्द प्रयोग यायेमा,,UI Strings
could_not_open,Could not open: {url},{url} खोल्न सकिएन,{url} हाकाये मजिउ,,UI Strings
how_nepal_works,How Nepal Works,नेपाल कसरी चल्छ,नेपाल गुकथं वनी,,UI Strings
structure,Structure,संरचना,संरचना,,UI Strings
law_making,Law Making,कानून निर्माण,कानून निर्माण,,UI Strings
cabinet,Cabinet,मन्त्रिपरिषद्,मन्त्रिपरिषद्,,UI Strings
federal_parliament,Federal Parliament (Bicameral),संघीय संसद (द्विसदनात्मक),संघीय संसद (द्विसदनात्मक),,UI Strings
seats,{count} seats,{count} सिटहरू,{count} सिटथें,,UI Strings
special_bills,Special Types of Bills,विशेष प्रकारका विधेयकहरू,विशेष प्रकारया विधेयकथें,,UI Strings
last_updated_date,Last updated: {date},अन्तिम अपडेट: {date},लिपाया अपडेट: {date},,UI Strings
source_opmcm,Source: opmcm.gov.np,स्रोत: opmcm.gov.np,स्रोत: opmcm.gov.np,,UI Strings
cancel,Cancel,रद्द गर्नुहोस्,रद्द याय्,,UI Strings
ok,OK,ठीक छ,ज्यू,,UI Strings
done,Done,भयो,जुल,,UI Strings
close,Close,बन्द गर्नुहोस्,बन्द याय्,,UI Strings
yes,Yes,हो,खः,,UI Strings
no,No,होइन,मखु,,UI Strings
loading,Loading...,लोड हुँदैछ...,लोड जुयाच्वँ...,,UI Strings
error,Error,त्रुटि,त्रुटि,,UI Strings
success,Success,सफल,सफल,,UI Strings
warning,Warning,चेतावनी,चेतावनी,,UI Strings
something_went_wrong,Something went wrong,केही गडबड भयो,छुं गडबड जुल,,UI Strings
no_internet,No internet connection,इन्टरनेट जडान छैन,इन्टरनेट जडान मदु,,UI Strings
try_again,Please try again,कृपया फेरि प्रयास गर्नुहोस्,कृपया दोबारा यायेमा,,UI Strings
kyr_disclaimer,"This is educational information only, not legal advice. Consult a lawyer for your specific situation.","यो शैक्षिक जानकारी मात्र हो, कानूनी सल्लाह होइन। आफ्नो विशेष परिस्थितिको लागि वकिलसँग सल्लाह लिनुहोस्।",,,Know Your Rights Content
kyr_cat_police_title,Police & Arrest,प्रहरी र गिरफ्तारी,,,Know Your Rights Content
kyr_cat_police_subtitle,Know your rights when dealing with law enforcement,प्रहरीसँग व्यवहार गर्दा आफ्नो हक जान्नुहोस्,,,Know Your Rights Content
kyr_cat_police_r1_situation,Police stopped you on the street,प्रहरीले सडकमा रोक्यो,,,Know Your Rights Content
kyr_cat_police_r1_yourright,You have the right to know the reason for being stopped. You cannot be arrested without being informed of the ground of arrest.,तपाईंलाई रोकिएको कारण जान्ने हक छ। गिरफ्तारीको आधार नजनाई गिरफ्तार गर्न मिल्दैन।,,,Know Your Rights Content
kyr_cat_police_r1_tip,Stay calm. Ask politely: 'May I know why I am being stopped?',शान्त रहनुहोस्। विनम्रतापूर्वक सोध्नुहोस्: 'मलाई किन रोकिएको हो जान्न पाउँ?',,,Know Your Rights Content
kyr_cat_police_r2_situation,You are being arrested,तपाईंलाई गिरफ्तार गरिँदैछ,,,Know Your Rights Content
kyr_cat_police_r2_yourright,You must be produced before a judicial authority within 24 hours of arrest. You have the right to consult a legal practitioner of your choice.,गिरफ्तारी भएको २४ घण्टाभित्र न्यायिक अधिकारी समक्ष उपस्थित गराउनुपर्छ। आफूले छानेको कानून व्यवसायीसँग सल्लाह लिने हक छ।,,,Know Your Rights Content
kyr_cat_police_r2_tip,Ask for a lawyer immediately. Do not sign anything without legal counsel.,तुरुन्त वकिल माग्नुहोस्। कानूनी सल्लाह बिना कुनै कागजातमा हस्ताक्षर नगर्नुहोस्।,,,Know Your Rights Content
kyr_cat_police_r3_situation,Police are using force or torture,प्रहरीले बल प्रयोग वा यातना दिँदैछ,,,Know Your Rights Content
kyr_cat_police_r3_yourright,"No person in detention shall be subjected to physical or mental torture or to cruel, inhuman or degrading treatment.","थुनामा रहेको कुनै पनि व्यक्तिलाई शारीरिक वा मानसिक यातना वा क्रूर, अमानवीय वा अपमानजनक व्यवहार गर्न हुँदैन।",,,Know Your Rights Content
kyr_cat_police_r3_tip,"Remember details: time, place, officers involved. Report to National Human Rights Commission.","विवरण सम्झनुहोस्: समय, स्थान, संलग्न अधिकारी। राष्ट्रिय मानव अधिकार आयोगमा उजुरी दिनुहोस्।",,,Know Your Rights Content
kyr_cat_police_r4_situation,Detained without charges for too long,आरोप बिना लामो समय थुनामा,,,Know Your Rights Content
kyr_cat_police_r4_yourright,No person shall be held in preventive detention for more than the period prescribed by law. Detention must be reviewed by a court.,कुनै पनि व्यक्तिलाई कानूनले तोकेको अवधिभन्दा बढी निवारक नजरबन्दमा राख्न हुँदैन। थुना अदालतबाट समीक्षा हुनुपर्छ।,,,Know Your Rights Content
kyr_cat_police_r4_tip,File habeas corpus petition in court if detained illegally.,अवैध थुनामा परेमा अदालतमा बन्दी प्रत्यक्षीकरण निवेदन दिनुहोस्।,,,Know Your Rights Content
kyr_cat_police_r5_situation,Police searching your home,प्रहरीले घर खानतलासी गर्दैछ,,,Know Your Rights Content
kyr_cat_police_r5_yourright,"The privacy of person, residence, property, documents, data, correspondence is inviolable except in accordance with law.","व्यक्ति, आवास, सम्पत्ति, कागजात, तथ्यांक, पत्राचारको गोपनीयता कानून बमोजिम बाहेक अनुल्लंघनीय छ।",,,Know Your Rights Content
kyr_cat_police_r5_tip,Ask for search warrant. Note down badge numbers and time of search.,खानतलासी अनुमतिपत्र माग्नुहोस्। ब्याज नम्बर र खानतलासीको समय नोट गर्नुहोस्।,,,Know Your Rights Content
kyr_cat_police_r6_situation,You are a crime victim,तपाईं अपराधको शिकार हुनुहुन्छ,,,Know Your Rights Content
kyr_cat_police_r6_yourright,Crime victims have the right to justice including social rehabilitation and compensation.,अपराध पीडितलाई सामाजिक पुनर्स्थापना र क्षतिपूर्ति सहित न्यायको हक छ।,,,Know Your Rights Content
kyr_cat_police_r6_tip,File FIR immediately. Victim assistance available at District Court.,तुरुन्त प्राथमिकी दर्ता गर्नुहोस्। जिल्ला अदालतमा पीडित सहायता उपलब्ध छ।,,,Know Your Rights Content
kyr_cat_workplace_title,Workplace Rights,कार्यस्थलको हक,,,Know Your Rights Content
kyr_cat_workplace_subtitle,Protection against exploitation at work,कामको ठाउँमा शोषण विरुद्ध सुरक्षा,,,Know Your Rights Content
kyr_cat_workplace_r1_situation,Employer not paying fair wages,रोजगारदाताले उचित तलब दिँदैन,,,Know Your Rights Content
kyr_cat_workplace_r1_yourright,"Every citizen has the right to employment. You are entitled to appropriate remuneration, facilities and social security.","प्रत्येक नागरिकलाई रोजगारीको हक छ। उचित पारिश्रमिक, सुविधा र सामाजिक सुरक्षा पाउने हक छ।",,,Know Your Rights Content
kyr_cat_workplace_r1_tip,Document everything. File complaint at Labour Office.,सबै कुराको अभिलेख राख्नुहोस्। श्रम कार्यालयमा उजुरी दिनुहोस्।,,,Know Your Rights Content
kyr_cat_workplace_r2_situation,Forced to work overtime without pay,भुक्तानी बिना ओभरटाइम काम गर्न बाध्य,,,Know Your Rights Content
kyr_cat_workplace_r2_yourright,No person shall be subjected to forced labour. Forced labour in any form is prohibited.,कुनै पनि व्यक्तिलाई बाध्यकारी श्रममा लगाइने छैन। कुनै पनि प्रकारको बाध्यकारी श्रम निषेध छ।,,,Know Your Rights Content
kyr_cat_workplace_r2_tip,Keep records of hours worked. Labour laws require overtime compensation.,काम गरेको घण्टाको रेकर्ड राख्नुहोस्। श्रम कानूनले ओभरटाइम क्षतिपूर्ति अनिवार्य गर्छ।,,,Know Your Rights Content
kyr_cat_workplace_r3_situation,Unsafe working conditions,असुरक्षित कार्य वातावरण,,,Know Your Rights Content
kyr_cat_workplace_r3_yourright,Every employee has the right to appropriate working environment and conditions.,प्रत्येक कर्मचारीलाई उचित कार्य वातावरण र सर्तहरूको हक छ।,,,Know Your Rights Content
kyr_cat_workplace_r3_tip,Report to Labour Office. Employers must provide safe conditions.,श्रम कार्यालयमा रिपोर्ट गर्नुहोस्। रोजगारदाताले सुरक्षित वातावरण प्रदान गर्नुपर्छ।,,,Know Your Rights Content
kyr_cat_workplace_r4_situation,Fired without proper process,उचित प्रक्रिया बिना बर्खास्त,,,Know Your Rights Content
kyr_cat_workplace_r4_yourright,Employees have the right to form and join trade unions. Collective bargaining rights are protected.,कर्मचारीहरूलाई ट्रेड युनियन गठन गर्ने र सामेल हुने हक छ। सामूहिक सौदाबाजीको अधिकार सुरक्षित छ।,,,Know Your Rights Content
kyr_cat_workplace_r4_tip,Contact your union. Labour court handles wrongful termination cases.,आफ्नो युनियनलाई सम्पर्क गर्नुहोस्। श्रम अदालतले गलत बर्खास्तीका मुद्दा हेर्छ।,,,Know Your Rights Content
kyr_cat_workplace_r5_situation,Workplace sexual harassment,कार्यस्थलमा यौन उत्पीडन,,,Know Your Rights Content
kyr_cat_workplace_r5_yourright,"No woman shall be subjected to physical, mental, sexual, psychological violence. Workplace harassment is prohibited.","कुनै पनि महिलालाई शारीरिक, मानसिक, यौन, मनोवैज्ञानिक हिंसामा पार्न हुँदैन। कार्यस्थल उत्पीडन निषेध छ।",,,Know Your Rights Content
kyr_cat_workplace_r5_tip,Report to internal committee. File complaint at Women's Cell if no action.,आन्तरिक समितिमा रिपोर्ट गर्नुहोस्। कारबाही नभए महिला सेलमा उजुरी दिनुहोस्।,,,Know Your Rights Content
kyr_cat_workplace_r6_situation,Denied maternity leave,प्रसूति बिदा अस्वीकार,,,Know Your Rights Content
kyr_cat_workplace_r6_yourright,Women have special rights relating to safe motherhood and reproductive health.,महिलाको सुरक्षित मातृत्व र प्रजनन स्वास्थ्य सम्बन्धी विशेष हक छ।,,,Know Your Rights Content
kyr_cat_workplace_r6_tip,Labour law mandates 98 days paid maternity leave. File complaint at Labour Office.,श्रम कानूनले ९८ दिन तलबी प्रसूति बिदा अनिवार्य गर्छ। श्रम कार्यालयमा उजुरी दिनुहोस्।,,,Know Your Rights Content
kyr_cat_women_title,Women's Rights,महिला अधिकार,,,Know Your Rights Content
kyr_cat_women_subtitle,Constitutional protections for women,महिलाको लागि संवैधानिक सुरक्षा,,,Know Your Rights Content
kyr_cat_women_r1_situation,Facing discrimination at work or home,काममा वा घरमा भेदभाव सामना,,,Know Your Rights Content
kyr_cat_women_r1_yourright,Women have the right to equal lineage and to participate in all state structures based on proportional inclusion.,महिलाको समान वंशको हक छ र समानुपातिक समावेशीको आधारमा सबै राज्य संरचनामा सहभागी हुने हक छ।,,,Know Your Rights Content
kyr_cat_women_r1_tip,File complaint at National Women Commission or local Women Cell.,राष्ट्रिय महिला आयोग वा स्थानीय महिला सेलमा उजुरी दिनुहोस्।,,,Know Your Rights Content
kyr_cat_women_r2_situation,Denied property rights,सम्पत्तिको हकबाट वञ्चित,,,Know Your Rights Content
