merger_instructions,Add front and back photos of your citizenship card to merge them into a single image.,नागरिकताको अगाडि र पछाडिको फोटो थपेर एउटै तस्बिरमा मर्ज गर्नुहोस्।,नागरिकताया न्ह्यः व लिपाया फोटो तयार च्वनेगु।,
front_side,Front Side,अगाडिको भाग,न्ह्यःया भाग,
back_side,Back Side,पछाडिको भाग,लिपाया भाग,
merge_photos,Merge Photos,फोटो मर्ज गर्नुहोस्,फोटो मर्ज याय्,
processing,Processing...,प्रशोधन हुँदैछ...,प्रशोधन जुयाच्वँ...,
file_size,Size: {size},साइज: {size},साइज: {size},
save,Save,सुरक्षित गर्नुहोस्,सुरक्षित याय्,
share,Share,साझा गर्नुहोस्,ब्वनेगु,
gallery,Gallery,ग्यालेरी,ग्यालेरी,
camera,Camera,क्यामेरा,क्यामेरा,
tap_to_select,Tap to select,छनोट गर्न ट्याप गर्नुहोस्,ल्ययेत ट्याप यायेमा,
add_title,Add {title},{title} थप्नुहोस्,{title} तयेमा,
saved_to_photos,Saved to Photos,फोटोमा सुरक्षित भयो,फोटोय् सुरक्षित जुल,
failed_to_save,Failed to save,सुरक्षित गर्न असफल,सुरक्षित याये मजिउ,
image_compressor_title,Image Compressor,तस्बिर कम्प्रेसर,तस्बिर कम्प्रेसर,
compress_images,Compress Images,तस्बिर कम्प्रेस गर्नुहोस्,तस्बिर कम्प्रेस याय्,
compress_desc,Reduce image file size while maintaining quality,गुणस्तर कायम राख्दै तस्बिर फाइल साइज घटाउनुहोस्,गुणस्तर कायम यानाच्वँ तस्बिर फाइल साइज थाकेमा,
select_image,Select Image,तस्बिर छान्नुहोस्,तस्बिर ल्ययादिसँ,
original,Original,मूल,मूल,
compressed,Compressed,कम्प्रेस भएको,कम्प्रेस जूगु,
target_size,Target Size,लक्षित साइज,लक्षित साइज,
compress,Compress,कम्प्रेस गर्नुहोस्,कम्प्रेस याय्,
compressing,Compressing...,कम्प्रेस हुँदैछ...,कम्प्रेस जुयाच्वँ...,
compress_again,Compress Again,फेरि कम्प्रेस गर्नुहोस्,दोबारा कम्प्रेस याय्,
compressed_under,Compressed to under {size},"{size}" भन्दा कममा कम्प्रेस भयो,{size} भन्दा ल्याय् कम्प्रेस जुल,
could_not_reach,Could not reach target size,लक्षित साइज पुग्न सकेन,लक्षित साइज वने मजिउ,
saved_smaller,Saved {size} ({percent}% smaller),{size} सुरक्षित ({percent}% सानो),{size} सुरक्षित ({percent}% ल्याय्),
forex_rates,Forex Rates,विदेशी मुद्रा दर,विदेशी मुद्रा दर,
nrb_rates,Nepal Rastra Bank Rates,नेपाल राष्ट्र बैंक दर,नेपाल राष्ट्र बैंक दर,
currency,Currency,मुद्रा,मुद्रा,
buy,Buy,किन्नु,ज्वय्,
sell,Sell,बेच्नु,हनेगु,
per_units,Per {units} units,{units} इकाइमा,{units} इकाइय,
failed_load_rates,Failed to load rates,दरहरू लोड गर्न असफल,दरथें लोड याये मजिउ,
network_error,Network error: {error},नेटवर्क त्रुटि: {error},नेटवर्क त्रुटि: {error},
no_data,No data available,डाटा उपलब्ध छैन,डाटा मदु,
gold_silver_title,Gold & Silver,सुन र चाँदी,लुँ व चाँदी,
source,Source: {source},स्रोत: {source},स्रोत: {source},
today_date,Today ({date}),आज ({date}),थौं ({date}),
gold_hallmark,Gold (Hallmark),सुन (हलमार्क),लुँ (हलमार्क),
gold_tejabi,Gold (Tejabi),सुन (तेजाबी),लुँ (तेजाबी),
silver,Silver,चाँदी,चाँदी,
per_tola,per tola,प्रति तोला,प्रति तोला,
this_week,This Week,यो हप्ता,थौंया हप्ता,
date,Date,मिति,मिति,
hallmark,Hallmark,हलमार्क,हलमार्क,
tejabi,Tejabi,तेजाबी,तेजाबी,
failed_load_data,Failed to load data,डाटा लोड गर्न असफल,डाटा लोड याये मजिउ,
gov_services,Government Services,सरकारी सेवाहरू,सरकारी सेवाथें,
search_services,Search services...,सेवाहरू खोज्नुहोस्...,सेवाथें मालादिसँ...,
no_services,No services found,कुनै सेवा भेटिएन,खँग्व सेवा मदु,
try_different,Try a different search term,फरक खोज शब्द प्रयोग गर्नुहोस्,अलग माला शब्द प्रयोग यायेमा,
could_not_open,Could not open: {url},{url} खोल्न सकिएन,{url} हाकाये मजिउ,
how_nepal_works,How Nepal Works,नेपाल कसरी चल्छ,नेपाल गुकथं वनी,
structure,Structure,संरचना,संरचना,
law_making,Law Making,कानून निर्माण,कानून निर्माण,
cabinet,Cabinet,मन्त्रिपरिषद्,मन्त्रिपरिषद्,
federal_parliament,Federal Parliament (Bicameral),संघीय संसद (द्विसदनात्मक),संघीय संसद (द्विसदनात्मक),
seats,{count} seats,{count} सिटहरू,{count} सिटथें,
special_bills,Special Types of Bills,विशेष प्रकारका विधेयकहरू,विशेष प्रकारया विधेयकथें,
last_updated_date,Last updated: {date},अन्तिम अपडेट: {date},लिपाया अपडेट: {date},
source_opmcm,Source: opmcm.gov.np,स्रोत: opmcm.gov.np,स्रोत: opmcm.gov.np,
cancel,Cancel,रद्द गर्नुहोस्,रद्द याय्,
ok,OK,ठीक छ,ज्यू,
done,Done,भयो,जुल,
close,Close,बन्द गर्नुहोस्,बन्द याय्,
yes,Yes,हो,खः,
no,No,होइन,मखु,
loading,Loading...,लोड हुँदैछ...,लोड जुयाच्वँ...,
error,Error,त्रुटि,त्रुटि,
success,Success,सफल,सफल,
warning,Warning,चेतावनी,चेतावनी,
something_went_wrong,Something went wrong,केही गडबड भयो,छुं गडबड जुल,
no_internet,No internet connection,इन्टरनेट जडान छैन,इन्टरनेट जडान मदु,
try_again,Please try again,कृपया फेरि प्रयास गर्नुहोस्,कृपया दोबारा यायेमा,


# Know Your Rights Content
kyr_disclaimer,"This is educational information only, not legal advice. Consult a lawyer for your specific situation.","यो शैक्षिक जानकारी मात्र हो, कानूनी सल्लाह होइन। आफ्नो विशेष परिस्थितिको लागि वकिलसँग सल्लाह लिनुहोस्।",,
,,,,
kyr_cat_police_title,Police & Arrest,प्रहरी र गिरफ्तारी,,
kyr_cat_police_subtitle,Know your rights when dealing with law enforcement,प्रहरीसँग व्यवहार गर्दा आफ्नो हक जान्नुहोस्,,
kyr_cat_police_r1_situation,Police stopped you on the street,प्रहरीले सडकमा रोक्यो,,
kyr_cat_police_r1_yourright,You have the right to know the reason for being stopped. You cannot be arrested without being informed of the ground of arrest.,तपाईंलाई रोकिएको कारण जान्ने हक छ। गिरफ्तारीको आधार नजनाई गिरफ्तार गर्न मिल्दैन।,,
kyr_cat_police_r1_tip,Stay calm. Ask politely: 'May I know why I am being stopped?',शान्त रहनुहोस्। विनम्रतापूर्वक सोध्नुहोस्: 'मलाई किन रोकिएको हो जान्न पाउँ?',,
kyr_cat_police_r2_situation,You are being arrested,तपाईंलाई गिरफ्तार गरिँदैछ,,
kyr_cat_police_r2_yourright,You must be produced before a judicial authority within 24 hours of arrest. You have the right to consult a legal practitioner of your choice.,गिरफ्तारी भएको २४ घण्टाभित्र न्यायिक अधिकारी समक्ष उपस्थित गराउनुपर्छ। आफूले छानेको कानून व्यवसायीसँग सल्लाह लिने हक छ।,,
kyr_cat_police_r2_tip,Ask for a lawyer immediately. Do not sign anything without legal counsel.,तुरुन्त वकिल माग्नुहोस्। कानूनी सल्लाह बिना कुनै कागजातमा हस्ताक्षर नगर्नुहोस्।,,
kyr_cat_police_r3_situation,Police are using force or torture,प्रहरीले बल प्रयोग वा यातना दिँदैछ,,
kyr_cat_police_r3_yourright,"No person in detention shall be subjected to physical or mental torture or to cruel, inhuman or degrading treatment.","थुनामा रहेको कुनै पनि व्यक्तिलाई शारीरिक वा मानसिक यातना वा क्रूर, अमानवीय वा अपमानजनक व्यवहार गर्न हुँदैन।",,
kyr_cat_police_r3_tip,"Remember details: time, place, officers involved. Report to National Human Rights Commission.","विवरण सम्झनुहोस्: समय, स्थान, संलग्न अधिकारी। राष्ट्रिय मानव अधिकार आयोगमा उजुरी दिनुहोस्।",,
kyr_cat_police_r4_situation,Detained without charges for too long,आरोप बिना लामो समय थुनामा,,
kyr_cat_police_r4_yourright,No person shall be held in preventive detention for more than the period prescribed by law. Detention must be reviewed by a court.,कुनै पनि व्यक्तिलाई कानूनले तोकेको अवधिभन्दा बढी निवारक नजरबन्दमा राख्न हुँदैन। थुना अदालतबाट समीक्षा हुनुपर्छ।,,
kyr_cat_police_r4_tip,File habeas corpus petition in court if detained illegally.,अवैध थुनामा परेमा अदालतमा बन्दी प्रत्यक्षीकरण निवेदन दिनुहोस्।,,
kyr_cat_police_r5_situation,Police searching your home,प्रहरीले घर खानतलासी गर्दैछ,,
kyr_cat_police_r5_yourright,"The privacy of person, residence, property, documents, data, correspondence is inviolable except in accordance with law.","व्यक्ति, आवास, सम्पत्ति, कागजात, तथ्यांक, पत्राचारको गोपनीयता कानून बमोजिम बाहेक अनुल्लंघनीय छ।",,
kyr_cat_police_r5_tip,Ask for search warrant. Note down badge numbers and time of search.,खानतलासी अनुमतिपत्र माग्नुहोस्। ब्याज नम्बर र खानतलासीको समय नोट गर्नुहोस्।,,
kyr_cat_police_r6_situation,You are a crime victim,तपाईं अपराधको शिकार हुनुहुन्छ,,
kyr_cat_police_r6_yourright,Crime victims have the right to justice including social rehabilitation and compensation.,अपराध पीडितलाई सामाजिक पुनर्स्थापना र क्षतिपूर्ति सहित न्यायको हक छ।,,
kyr_cat_police_r6_tip,File FIR immediately. Victim assistance available at District Court.,तुरुन्त प्राथमिकी दर्ता गर्नुहोस्। जिल्ला अदालतमा पीडित सहायता उपलब्ध छ।,,
,,,,
kyr_cat_workplace_title,Workplace Rights,कार्यस्थलको हक,,
kyr_cat_workplace_subtitle,Protection against exploitation at work,कामको ठाउँमा शोषण विरुद्ध सुरक्षा,,
kyr_cat_workplace_r1_situation,Employer not paying fair wages,रोजगारदाताले उचित तलब दिँदैन,,
kyr_cat_workplace_r1_yourright,"Every citizen has the right to employment. You are entitled to appropriate remuneration, facilities and social security.","प्रत्येक नागरिकलाई रोजगारीको हक छ। उचित पारिश्रमिक, सुविधा र सामाजिक सुरक्षा पाउने हक छ।",,
kyr_cat_workplace_r1_tip,Document everything. File complaint at Labour Office.,सबै कुराको अभिलेख राख्नुहोस्। श्रम कार्यालयमा उजुरी दिनुहोस्।,,
kyr_cat_workplace_r2_situation,Forced to work overtime without pay,भुक्तानी बिना ओभरटाइम काम गर्न बाध्य,,
kyr_cat_workplace_r2_yourright,No person shall be subjected to forced labour. Forced labour in any form is prohibited.,कुनै पनि व्यक्तिलाई बाध्यकारी श्रममा लगाइने छैन। कुनै पनि प्रकारको बाध्यकारी श्रम निषेध छ।,,
kyr_cat_workplace_r2_tip,Keep records of hours worked. Labour laws require overtime compensation.,काम गरेको घण्टाको रेकर्ड राख्नुहोस्। श्रम कानूनले ओभरटाइम क्षतिपूर्ति अनिवार्य गर्छ।,,
kyr_cat_workplace_r3_situation,Unsafe working conditions,असुरक्षित कार्य वातावरण,,
kyr_cat_workplace_r3_yourright,Every employee has the right to appropriate working environment and conditions.,प्रत्येक कर्मचारीलाई उचित कार्य वातावरण र सर्तहरूको हक छ।,,
kyr_cat_workplace_r3_tip,Report to Labour Office. Employers must provide safe conditions.,श्रम कार्यालयमा रिपोर्ट गर्नुहोस्। रोजगारदाताले सुरक्षित वातावरण प्रदान गर्नुपर्छ।,,
kyr_cat_workplace_r4_situation,Fired without proper process,उचित प्रक्रिया बिना बर्खास्त,,
kyr_cat_workplace_r4_yourright,Employees have the right to form and join trade unions. Collective bargaining rights are protected.,कर्मचारीहरूलाई ट्रेड युनियन गठन गर्ने र सामेल हुने हक छ। सामूहिक सौदाबाजीको अधिकार सुरक्षित छ।,,
kyr_cat_workplace_r4_tip,Contact your union. Labour court handles wrongful termination cases.,आफ्नो युनियनलाई सम्पर्क गर्नुहोस्। श्रम अदालतले गलत बर्खास्तीका मुद्दा हेर्छ।,,
kyr_cat_workplace_r5_situation,Workplace sexual harassment,कार्यस्थलमा यौन उत्पीडन,,
kyr_cat_workplace_r5_yourright,"No woman shall be subjected to physical, mental, sexual, psychological violence. Workplace harassment is prohibited.","कुनै पनि महिलालाई शारीरिक, मानसिक, यौन, मनोवैज्ञानिक हिंसामा पार्न हुँदैन। कार्यस्थल उत्पीडन निषेध छ।",,
kyr_cat_workplace_r5_tip,Report to internal committee. File complaint at Women's Cell if no action.,आन्तरिक समितिमा रिपोर्ट गर्नुहोस्। कारबाही नभए महिला सेलमा उजुरी दिनुहोस्।,,
kyr_cat_workplace_r6_situation,Denied maternity leave,प्रसूति बिदा अस्वीकार,,
kyr_cat_workplace_r6_yourright,Women have special rights relating to safe motherhood and reproductive health.,महिलाको सुरक्षित मातृत्व र प्रजनन स्वास्थ्य सम्बन्धी विशेष हक छ।,,
kyr_cat_workplace_r6_tip,Labour law mandates 98 days paid maternity leave. File complaint at Labour Office.,श्रम कानूनले ९८ दिन तलबी प्रसूति बिदा अनिवार्य गर्छ। श्रम कार्यालयमा उजुरी दिनुहोस्।,,
,,,,
kyr_cat_women_title,Women's Rights,महिला अधिकार,,
kyr_cat_women_subtitle,Constitutional protections for women,महिलाको लागि संवैधानिक सुरक्षा,,
kyr_cat_women_r1_situation,Facing discrimination at work or home,काममा वा घरमा भेदभाव सामना,,
kyr_cat_women_r1_yourright,Women have the right to equal lineage and to participate in all state structures based on proportional inclusion.,महिलाको समान वंशको हक छ र समानुपातिक समावेशीको आधारमा सबै राज्य संरचनामा सहभागी हुने हक छ।,,
kyr_cat_women_r1_tip,File complaint at National Women Commission or local Women Cell.,राष्ट्रिय महिला आयोग वा स्थानीय महिला सेलमा उजुरी दिनुहोस्।,,
kyr_cat_women_r2_situation,Denied property rights,सम्पत्तिको हकबाट वञ्चित,,
kyr_cat_women_r2_yourright,Women have equal rights to ancestral property. No discrimination based on gender in property rights.,महिलाको पैतृक सम्पत्तिमा समान हक छ। सम्पत्तिको हकमा लिङ्गको आधारमा भेदभाव हुनेछैन।,,
kyr_cat_women_r2_tip,Consult a lawyer for property cases. Land Revenue Office handles disputes.,सम्पत्तिका मुद्दाहरूको लागि वकिलसँग सल्लाह लिनुहोस्। मालपोत कार्यालयले विवाद समाधान गर्छ।,,
kyr_cat_women_r3_situation,Reproductive health issues,प्रजनन स्वास्थ्य समस्या,,
kyr_cat_women_r3_yourright,Women have special rights relating to safe motherhood and reproductive health.,महिलाको सुरक्षित मातृत्व र प्रजनन स्वास्थ्य सम्बन्धी विशेष हक छ।,,
kyr_cat_women_r3_tip,Government hospitals must provide free safe delivery services.,सरकारी अस्पतालले निःशुल्क सुरक्षित प्रसव सेवा दिनुपर्छ।,,
kyr_cat_women_r4_situation,Domestic violence,घरेलु हिंसा,,
kyr_cat_women_r4_yourright,"No woman shall be subjected to physical, mental, sexual, psychological or other violence. This applies in family and public life.","कुनै पनि महिलालाई शारीरिक, मानसिक, यौन, मनोवैज्ञानिक वा अन्य हिंसामा पार्न हुँदैन। यो परिवार र सार्वजनिक जीवनमा लागू हुन्छ।",,
kyr_cat_women_r4_tip,Call 1145 (helpline). File complaint at Women's Cell or local police.,११४५ (हेल्पलाइन) मा फोन गर्नुहोस्। महिला सेल वा स्थानीय प्रहरीमा उजुरी दिनुहोस्।,,
kyr_cat_women_r5_situation,Child marriage pressure,बाल विवाहको दबाब,,
kyr_cat_women_r5_yourright,Child marriage is prohibited. The minimum age for marriage is 20 years for both men and women.,बाल विवाह निषेध छ। विवाहको न्यूनतम उमेर पुरुष र महिला दुवैको लागि २० वर्ष हो।,,
kyr_cat_women_r5_tip,Report to local ward office or call child helpline 1098.,स्थानीय वडा कार्यालयमा रिपोर्ट गर्नुहोस् वा बाल हेल्पलाइन १०९८ मा फोन गर्नुहोस्।,,
,,,,
kyr_cat_children_title,Children's Rights,बालबालिकाको हक,,
kyr_cat_children_subtitle,Protection and rights of children,बालबालिकाको सुरक्षा र अधिकार,,
kyr_cat_children_r1_situation,Child being forced to work,बच्चालाई काम गर्न बाध्य पारिँदैछ,,
kyr_cat_children_r1_yourright,"No child shall be employed in factories, mines or similar hazardous work. Child labour is prohibited.","कुनै पनि बालबालिकालाई कारखाना, खानी वा त्यस्तै खतरनाक काममा लगाउने छैन। बाल श्रम निषेध छ।",,
kyr_cat_children_r1_tip,Report to Child Welfare Board or call 1098. Child labour is punishable.,बाल कल्याण समितिमा रिपोर्ट गर्नुहोस् वा १०९८ मा फोन गर्नुहोस्। बाल श्रम दण्डनीय छ।,,
kyr_cat_children_r2_situation,Child abuse or neglect,बालबालिका दुर्व्यवहार वा बेवास्ता,,
kyr_cat_children_r2_yourright,"Every child has the right to be protected from physical, mental or any other form of exploitation.","प्रत्येक बालबालिकालाई शारीरिक, मानसिक वा अन्य कुनै प्रकारको शोषणबाट सुरक्षित हुने हक छ।",,
kyr_cat_children_r2_tip,Call 1098 (Child Helpline). Report to District Child Welfare Board.,१०९८ (बाल हेल्पलाइन) मा फोन गर्नुहोस्। जिल्ला बाल कल्याण समितिमा रिपोर्ट गर्नुहोस्।,,
kyr_cat_children_r3_situation,Child denied education,बच्चालाई शिक्षाबाट वञ्चित,,
kyr_cat_children_r3_yourright,"Every child has the right to elementary child development, care and basic education. Free and compulsory basic education.","प्रत्येक बालबालिकालाई प्रारम्भिक बाल विकास, हेरचाह र आधारभूत शिक्षाको हक छ। निःशुल्क र अनिवार्य आधारभूत शिक्षा।",,
