part_number	Part {number}	भाग {number}	भाग {number}		Partial
article_number	Article {number}	धारा {number}	धारा {number}		Partial
search_articles	Search for articles...	धाराहरू खोज्नुहोस्...	धाराथें मालादिसँ...		Partial
no_results	No results for "{query}"	{query} को लागि कुनै परिणाम छैन	{query} या लागि खँ मदु		Partial
file_complaint	File Complaint	उजुरी दिनुहोस्	उजुरी बियादिसँ		Partial
both	Both	दुवै	निसें		Partial
nepali	नेपाली	नेपाली	नेपाली		Partial
english	English	अंग्रेजी	अंग्रेजी		Partial
paragraph	Paragraph	अनुच्छेद	अनुच्छेद		Partial
sentence	Sentence	वाक्य	वाक्य		Partial
leaders	Leaders	नेताहरू	नेताथें		Partial
sort	Sort	क्रमबद्ध	क्रमबद्ध		Partial
filter	Filter	फिल्टर	फिल्टर		Partial
sort_by	Sort by	क्रमबद्ध गर्नुहोस्	क्रमबद्ध यायेमा		Partial
name	Name	नाम	नां		Partial
district	District	जिल्ला	जिल्ला		Partial
party	Party	पार्टी	पार्टी		Partial
search_leaders	Search leaders...	नेताहरू खोज्नुहोस्...	नेताथें मालादिसँ...		Partial
no_leaders_match	No leaders match your filters	तपाईंको फिल्टरसँग कुनै नेता मिलेन	छिगु फिल्टरं खँग्व नेता मिलल मखु		Partial
no_leaders_found	No leaders found	कुनै नेता भेटिएन	खँग्व नेता मदु		Partial
filters	Filters	फिल्टरहरू	फिल्टरथें		Partial
clear_all	Clear All	सबै हटाउनुहोस्	जक्व थायेकादिसँ		Partial
leaders_count	{count} leaders	{count} नेताहरू	{count} नेताथें		Partial
filter_by_district	Filter by District	जिल्ला अनुसार फिल्टर	जिल्ला कथं फिल्टर		Partial
select_district	Select District	जिल्ला छान्नुहोस्	जिल्ला ल्ययादिसँ		Partial
clear	Clear	हटाउनुहोस्	थायेकादिसँ		Partial
province	Province {number}	प्रदेश {number}	प्रदेश {number}		Partial
districts_count	{count} districts	{count} जिल्लाहरू	{count} जिल्लाथें		Partial
biography	Biography	जीवनी	जीवनी		Partial
no_biography	No biography available.	जीवनी उपलब्ध छैन।	जीवनी मदु।		Partial
view_all_leaders	View All Leaders	सबै नेताहरू हेर्नुहोस्	जक्व नेताथें स्वयादिसँ		Partial
nepal_districts	Nepal Districts	नेपाल जिल्लाहरू	नेपाल जिल्लाथें		Partial
filter_by_province	Filter by Province	प्रदेश अनुसार फिल्टर	प्रदेश कथं फिल्टर		Partial
reset_zoom	Reset Zoom	जुम रिसेट	जुम रिसेट		Partial
no_leaders_district	No leaders found for {district}	{district} मा कुनै नेता भेटिएन	{district} या खँग्व नेता मदु		Partial
nepali_calendar	Nepali Calendar	नेपाली पात्रो	नेपाली पात्रो		Partial
today	Today	आज	थौं		Partial
previous_month	Previous month	अघिल्लो महिना	न्हापाया लः		Partial
next_month	Next month	अर्को महिना	अप्वया लः		Partial
holiday	Holiday	बिदा	बिदा		Partial
event	Event	कार्यक्रम	कार्यक्रम		Partial
auspicious	Auspicious	शुभ	शुभ		Partial
no_events	No events	कुनै कार्यक्रम छैन	खँग्व कार्यक्रम मदु		Partial
ipo_shares	IPO & Shares	आईपीओ र सेयर	आईपीओ व सेयर		Partial
ipo_list	IPO List	आईपीओ सूची	आईपीओ सूची		Partial
todays_price	Today's Price	आजको मूल्य	थौंया मोल		Partial
source_cdsc	Source: CDSC Nepal	स्रोत: सीडीएससी नेपाल	स्रोत: सीडीएससी नेपाल		Partial
updated_ago	Updated {time} ago	{time} अघि अपडेट भयो	{time} न्ह्यःने अपडेट जुल		Partial
open_cdsc	Open CDSC Website	सीडीएससी वेबसाइट खोल्नुहोस्	सीडीएससी वेबसाइट हायेकादिसँ		Partial
no_active_ipos	No active IPOs	कुनै सक्रिय आईपीओ छैन	खँग्व सक्रिय आईपीओ मदु		Partial
check_later	Check back later for new listings	नयाँ सूचीको लागि पछि जाँच गर्नुहोस्	नयाँ सूचीया लागि लिपा जाँच यायेमा		Partial
refresh	Refresh	ताजा गर्नुहोस्	ताजा याय्		Partial
retry	Retry	पुन: प्रयास	दोबारा यायेमा		Partial
open_for_application	Open for Application	आवेदनको लागि खुला	आवेदनया लागि खुला		Partial
closes_today	Closes Today!	आज बन्द हुन्छ!	थौं बन्द जुइ!		Partial
closes_tomorrow	Closes Tomorrow	भोलि बन्द हुन्छ	गबले बन्द जुइ		Partial
opens_tomorrow	Opens Tomorrow	भोलि खुल्छ	गबले खुलइ		Partial
opens_in_days	Opens in {days} days	{days} दिनमा खुल्छ	{days} न्हिइ खुलइ		Partial
closed	Closed	बन्द	बन्द		Partial
issued_units	Issued Units	जारी इकाइहरू	जारी इकाइथें		Partial
applications	Applications	आवेदनहरू	आवेदनथें		Partial
applied_units	Applied Units	आवेदित इकाइहरू	आवेदित इकाइथें		Partial
total_amount	Total Amount	कुल रकम	जक्व रकम		Partial
opens	Opens	खुल्छ	खुलइ		Partial
closes	Closes	बन्द हुन्छ	बन्द जुइ		Partial
last_updated	Last updated: {time}	अन्तिम अपडेट: {time}	लिपाया अपडेट: {time}		Partial
issue_manager	Issue Manager: {name}	इश्यू म्यानेजर: {name}	इश्यू म्यानेजर: {name}		Partial
search_symbol	Search symbol or company...	सिम्बल वा कम्पनी खोज्नुहोस्...	सिम्बल वा कम्पनी मालादिसँ...		Partial
top_volume	Top Volume	उच्च भोल्युम	उच्च भोल्युम		Partial
top_gainers	Top Gainers	उच्च लाभ	उच्च लाभ		Partial
top_losers	Top Losers	उच्च घाटा	उच्च घाटा		Partial
source_merolagani	Source: Merolagani	स्रोत: मेरोलगानी	स्रोत: मेरोलगानी		Partial
market_unavailable	Market data unavailable	बजार डाटा उपलब्ध छैन	बजार डाटा मदु		Partial
market_closed	Market may be closed or data is loading	बजार बन्द हुन सक्छ वा डाटा लोड हुँदैछ	बजार बन्द जुइफु वा डाटा लोड जुयाच्वँ		Partial
vol	Vol	भोल्युम	भोल्युम		Partial
date_converter	Date Converter	मिति परिवर्तक	मिति परिवर्तक		Partial
bs_to_ad	BS → AD	बि.सं. → ई.सं.	बि.सं. → ई.सं.		Partial
ad_to_bs	AD → BS	ई.सं. → बि.सं.	ई.सं. → बि.सं.		Partial
bs_to_gregorian	Bikram Sambat → Gregorian	बिक्रम सम्बत → ग्रेगोरियन	बिक्रम सम्बत → ग्रेगोरियन		Partial
gregorian_to_bs	Gregorian → Bikram Sambat	ग्रेगोरियन → बिक्रम सम्बत	ग्रेगोरियन → बिक्रम सम्बत		Partial
year	Year	वर्ष	दँ		Partial
month	Month	महिना	लः		Partial
day	Day	दिन	न्हि		Partial
gregorian_date	Gregorian Date (AD)	ग्रेगोरियन मिति (ई.सं.)	ग्रेगोरियन मिति (ई.सं.)		Partial
bikram_sambat	Bikram Sambat (BS)	बिक्रम सम्बत (बि.सं.)	बिक्रम सम्बत (बि.सं.)		Partial
invalid_bs_date	Invalid BS date	अवैध बि.सं. मिति	अवैध बि.सं. मिति		Partial
select_date	Select a date	मिति छान्नुहोस्	मिति ल्ययादिसँ		Partial
citizenship_photo_merger	Citizenship Photo Merger	नागरिकता फोटो मर्जर	नागरिकता फोटो मर्जर		Partial
reset	Reset	रिसेट	रिसेट		Partial
merger_instructions	Add front and back photos of your citizenship card to merge them into a single image.	नागरिकताको अगाडि र पछाडिको फोटो थपेर एउटै तस्बिरमा मर्ज गर्नुहोस्।	नागरिकताया न्ह्यः व लिपाया फोटो तयार च्वनेगु।		Partial
front_side	Front Side	अगाडिको भाग	न्ह्यःया भाग		Partial
back_side	Back Side	पछाडिको भाग	लिपाया भाग		Partial
merge_photos	Merge Photos	फोटो मर्ज गर्नुहोस्	फोटो मर्ज याय्		Partial
processing	Processing...	प्रशोधन हुँदैछ...	प्रशोधन जुयाच्वँ...		Partial
file_size	Size: {size}	साइज: {size}	साइज: {size}		Partial
save	Save	सुरक्षित गर्नुहोस्	सुरक्षित याय्		Partial
share	Share	साझा गर्नुहोस्	ब्वनेगु		Partial
gallery	Gallery	ग्यालेरी	ग्यालेरी		Partial
camera	Camera	क्यामेरा	क्यामेरा		Partial
tap_to_select	Tap to select	छनोट गर्न ट्याप गर्नुहोस्	ल्ययेत ट्याप यायेमा		Partial
add_title	Add {title}	{title} थप्नुहोस्	{title} तयेमा		Partial
saved_to_photos	Saved to Photos	फोटोमा सुरक्षित भयो	फोटोय् सुरक्षित जुल		Partial
failed_to_save	Failed to save	सुरक्षित गर्न असफल	सुरक्षित याये मजिउ		Partial
image_compressor_title	Image Compressor	तस्बिर कम्प्रेसर	तस्बिर कम्प्रेसर		Partial
compress_images	Compress Images	तस्बिर कम्प्रेस गर्नुहोस्	तस्बिर कम्प्रेस याय्		Partial
compress_desc	Reduce image file size while maintaining quality	गुणस्तर कायम राख्दै तस्बिर फाइल साइज घटाउनुहोस्	गुणस्तर कायम यानाच्वँ तस्बिर फाइल साइज थाकेमा		Partial
select_image	Select Image	तस्बिर छान्नुहोस्	तस्बिर ल्ययादिसँ		Partial
original	Original	मूल	मूल		Partial
compressed	Compressed	कम्प्रेस भएको	कम्प्रेस जूगु		Partial
target_size	Target Size	लक्षित साइज	लक्षित साइज		Partial
compress	Compress	कम्प्रेस गर्नुहोस्	कम्प्रेस याय्		Partial
compressing	Compressing...	कम्प्रेस हुँदैछ...	कम्प्रेस जुयाच्वँ...		Partial
compress_again	Compress Again	फेरि कम्प्रेस गर्नुहोस्	दोबारा कम्प्रेस याय्		Partial
compressed_under	Compressed to under {size}	{size} भन्दा कममा कम्प्रेस भयो	{size} भन्दा ल्याय् कम्प्रेस जुल		Partial
could_not_reach	Could not reach target size	लक्षित साइज पुग्न सकेन	लक्षित साइज वने मजिउ		Partial
saved_smaller	Saved {size} ({percent}% smaller)	{size} सुरक्षित ({percent}% सानो)	{size} सुरक्षित ({percent}% ल्याय्)		Partial
forex_rates	Forex Rates	विदेशी मुद्रा दर	विदेशी मुद्रा दर		Partial
nrb_rates	Nepal Rastra Bank Rates	नेपाल राष्ट्र बैंक दर	नेपाल राष्ट्र बैंक दर		Partial
currency	Currency	मुद्रा	मुद्रा		Partial
buy	Buy	किन्नु	ज्वय्		Partial
sell	Sell	बेच्नु	हनेगु		Partial
per_units	Per {units} units	{units} इकाइमा	{units} इकाइय		Partial
failed_load_rates	Failed to load rates	दरहरू लोड गर्न असफल	दरथें लोड याये मजिउ		Partial
network_error	Network error: {error}	नेटवर्क त्रुटि: {error}	नेटवर्क त्रुटि: {error}		Partial
no_data	No data available	डाटा उपलब्ध छैन	डाटा मदु		Partial
gold_silver_title	Gold & Silver	सुन र चाँदी	लुँ व चाँदी		Partial
source	Source: {source}	स्रोत: {source}	स्रोत: {source}		Partial
today_date	Today ({date})	आज ({date})	थौं ({date})		Partial
gold_hallmark	Gold (Hallmark)	सुन (हलमार्क)	लुँ (हलमार्क)		Partial
gold_tejabi	Gold (Tejabi)	सुन (तेजाबी)	लुँ (तेजाबी)		Partial
silver	Silver	चाँदी	चाँदी		Partial
per_tola	per tola	प्रति तोला	प्रति तोला		Partial
this_week	This Week	यो हप्ता	थौंया हप्ता		Partial
date	Date	मिति	मिति		Partial
hallmark	Hallmark	हलमार्क	हलमार्क		Partial
tejabi	Tejabi	तेजाबी	तेजाबी		Partial
failed_load_data	Failed to load data	डाटा लोड गर्न असफल	डाटा लोड याये मजिउ		Partial
gov_services	Government Services	सरकारी सेवाहरू	सरकारी सेवाथें		Partial
search_services	Search services...	सेवाहरू खोज्नुहोस्...	सेवाथें मालादिसँ...		Partial
no_services	No services found	कुनै सेवा भेटिएन	खँग्व सेवा मदु		Partial
try_different	Try a different search term	फरक खोज शब्द प्रयोग गर्नुहोस्	अलग माला शब्द प्रयोग यायेमा		Partial
could_not_open	Could not open: {url}	{url} खोल्न सकिएन	{url} हाकाये मजिउ		Partial
how_nepal_works	How Nepal Works	नेपाल कसरी चल्छ	नेपाल गुकथं वनी		Partial
structure	Structure	संरचना	संरचना		Partial
law_making	Law Making	कानून निर्माण	कानून निर्माण		Partial
cabinet	Cabinet	मन्त्रिपरिषद्	मन्त्रिपरिषद्		Partial
federal_parliament	Federal Parliament (Bicameral)	संघीय संसद (द्विसदनात्मक)	संघीय संसद (द्विसदनात्मक)		Partial
seats	{count} seats	{count} सिटहरू	{count} सिटथें		Partial
special_bills	Special Types of Bills	विशेष प्रकारका विधेयकहरू	विशेष प्रकारया विधेयकथें		Partial
last_updated_date	Last updated: {date}	अन्तिम अपडेट: {date}	लिपाया अपडेट: {date}		Partial
source_opmcm	Source: opmcm.gov.np	स्रोत: opmcm.gov.np	स्रोत: opmcm.gov.np		Partial
cancel	Cancel	रद्द गर्नुहोस्	रद्द याय्		Partial
ok	OK	ठीक छ	ज्यू		Partial
done	Done	भयो	जुल		Partial
close	Close	बन्द गर्नुहोस्	बन्द याय्		Partial
yes	Yes	हो	खः		Partial
no	No	होइन	मखु		Partial
loading	Loading...	लोड हुँदैछ...	लोड जुयाच्वँ...		Partial
error	Error	त्रुटि	त्रुटि		Partial
success	Success	सफल	सफल		Partial
warning	Warning	चेतावनी	चेतावनी		Partial
something_went_wrong	Something went wrong	केही गडबड भयो	छुं गडबड जुल		Partial
no_internet	No internet connection	इन्टरनेट जडान छैन	इन्टरनेट जडान मदु		Partial
try_again	Please try again	कृपया फेरि प्रयास गर्नुहोस्	कृपया दोबारा यायेमा		Partial
kyr_disclaimer	This is educational information only, not legal advice. Consult a lawyer for your specific situation.	यो शैक्षिक जानकारी मात्र हो, कानूनी सल्लाह होइन। आफ्नो विशेष परिस्थितिको लागि वकिलसँग सल्लाह लिनुहोस्।			Needs Translation
kyr_cat_police_title	Police & Arrest	प्रहरी र गिरफ्तारी			Needs Translation
kyr_cat_police_subtitle	Know your rights when dealing with law enforcement	प्रहरीसँग व्यवहार गर्दा आफ्नो हक जान्नुहोस्			Needs Translation
kyr_cat_police_r1_situation	Police stopped you on the street	प्रहरीले सडकमा रोक्यो			Needs Translation
kyr_cat_police_r1_yourright	You have the right to know the reason for being stopped. You cannot be arrested without being informed of the ground of arrest.	तपाईंलाई रोकिएको कारण जान्ने हक छ। गिरफ्तारीको आधार नजनाई गिरफ्तार गर्न मिल्दैन।			Needs Translation
kyr_cat_police_r1_tip	Stay calm. Ask politely: 'May I know why I am being stopped?'	शान्त रहनुहोस्। विनम्रतापूर्वक सोध्नुहोस्: 'मलाई किन रोकिएको हो जान्न पाउँ?'			Needs Translation
kyr_cat_police_r2_situation	You are being arrested	तपाईंलाई गिरफ्तार गरिँदैछ			Needs Translation
kyr_cat_police_r2_yourright	You must be produced before a judicial authority within 24 hours of arrest. You have the right to consult a legal practitioner of your choice.	गिरफ्तारी भएको २४ घण्टाभित्र न्यायिक अधिकारी समक्ष उपस्थित गराउनुपर्छ। आफूले छानेको कानून व्यवसायीसँग सल्लाह लिने हक छ।			Needs Translation
kyr_cat_police_r2_tip	Ask for a lawyer immediately. Do not sign anything without legal counsel.	तुरुन्त वकिल माग्नुहोस्। कानूनी सल्लाह बिना कुनै कागजातमा हस्ताक्षर नगर्नुहोस्।			Needs Translation
kyr_cat_police_r3_situation	Police are using force or torture	प्रहरीले बल प्रयोग वा यातना दिँदैछ			Needs Translation
kyr_cat_police_r3_yourright	No person in detention shall be subjected to physical or mental torture or to cruel, inhuman or degrading treatment.	थुनामा रहेको कुनै पनि व्यक्तिलाई शारीरिक वा मानसिक यातना वा क्रूर, अमानवीय वा अपमानजनक व्यवहार गर्न हुँदैन।			Needs Translation
kyr_cat_police_r3_tip	Remember details: time, place, officers involved. Report to National Human Rights Commission.	विवरण सम्झनुहोस्: समय, स्थान, संलग्न अधिकारी। राष्ट्रिय मानव अधिकार आयोगमा उजुरी दिनुहोस्।			Needs Translation
kyr_cat_police_r4_situation	Detained without charges for too long	आरोप बिना लामो समय थुनामा			Needs Translation
kyr_cat_police_r4_yourright	No person shall be held in preventive detention for more than the period prescribed by law. Detention must be reviewed by a court.	कुनै पनि व्यक्तिलाई कानूनले तोकेको अवधिभन्दा बढी निवारक नजरबन्दमा राख्न हुँदैन। थुना अदालतबाट समीक्षा हुनुपर्छ।			Needs Translation
kyr_cat_police_r4_tip	File habeas corpus petition in court if detained illegally.	अवैध थुनामा परेमा अदालतमा बन्दी प्रत्यक्षीकरण निवेदन दिनुहोस्।			Needs Translation
kyr_cat_police_r5_situation	Police searching your home	प्रहरीले घर खानतलासी गर्दैछ			Needs Translation
kyr_cat_police_r5_yourright	The privacy of person, residence, property, documents, data, correspondence is inviolable except in accordance with law.	व्यक्ति, आवास, सम्पत्ति, कागजात, तथ्यांक, पत्राचारको गोपनीयता कानून बमोजिम बाहेक अनुल्लंघनीय छ।			Needs Translation
kyr_cat_police_r5_tip	Ask for search warrant. Note down badge numbers and time of search.	खानतलासी अनुमतिपत्र माग्नुहोस्। ब्याज नम्बर र खानतलासीको समय नोट गर्नुहोस्।			Needs Translation
kyr_cat_police_r6_situation	You are a crime victim	तपाईं अपराधको शिकार हुनुहुन्छ			Needs Translation
kyr_cat_police_r6_yourright	Crime victims have the right to justice including social rehabilitation and compensation.	अपराध पीडितलाई सामाजिक पुनर्स्थापना र क्षतिपूर्ति सहित न्यायको हक छ।			Needs Translation
kyr_cat_police_r6_tip	File FIR immediately. Victim assistance available at District Court.	तुरुन्त प्राथमिकी दर्ता गर्नुहोस्। जिल्ला अदालतमा पीडित सहायता उपलब्ध छ।			Needs Translation
kyr_cat_workplace_title	Workplace Rights	कार्यस्थलको हक			Needs Translation
kyr_cat_workplace_subtitle	Protection against exploitation at work	कामको ठाउँमा शोषण विरुद्ध सुरक्षा			Needs Translation
kyr_cat_workplace_r1_situation	Employer not paying fair wages	रोजगारदाताले उचित तलब दिँदैन			Needs Translation
kyr_cat_workplace_r1_yourright	Every citizen has the right to employment. You are entitled to appropriate remuneration, facilities and social security.	प्रत्येक नागरिकलाई रोजगारीको हक छ। उचित पारिश्रमिक, सुविधा र सामाजिक सुरक्षा पाउने हक छ।			Needs Translation
kyr_cat_workplace_r1_tip	Document everything. File complaint at Labour Office.	सबै कुराको अभिलेख राख्नुहोस्। श्रम कार्यालयमा उजुरी दिनुहोस्।			Needs Translation
kyr_cat_workplace_r2_situation	Forced to work overtime without pay	भुक्तानी बिना ओभरटाइम काम गर्न बाध्य			Needs Translation
kyr_cat_workplace_r2_yourright	No person shall be subjected to forced labour. Forced labour in any form is prohibited.	कुनै पनि व्यक्तिलाई बाध्यकारी श्रममा लगाइने छैन। कुनै पनि प्रकारको बाध्यकारी श्रम निषेध छ।			Needs Translation
kyr_cat_workplace_r2_tip	Keep records of hours worked. Labour laws require overtime compensation.	काम गरेको घण्टाको रेकर्ड राख्नुहोस्। श्रम कानूनले ओभरटाइम क्षतिपूर्ति अनिवार्य गर्छ।			Needs Translation
kyr_cat_workplace_r3_situation	Unsafe working conditions	असुरक्षित कार्य वातावरण			Needs Translation
kyr_cat_workplace_r3_yourright	Every employee has the right to appropriate working environment and conditions.	प्रत्येक कर्मचारीलाई उचित कार्य वातावरण र सर्तहरूको हक छ।			Needs Translation
kyr_cat_workplace_r3_tip	Report to Labour Office. Employers must provide safe conditions.	श्रम कार्यालयमा रिपोर्ट गर्नुहोस्। रोजगारदाताले सुरक्षित वातावरण प्रदान गर्नुपर्छ।			Needs Translation
kyr_cat_workplace_r4_situation	Fired without proper process	उचित प्रक्रिया बिना बर्खास्त			Needs Translation
kyr_cat_workplace_r4_yourright	Employees have the right to form and join trade unions. Collective bargaining rights are protected.	कर्मचारीहरूलाई ट्रेड युनियन गठन गर्ने र सामेल हुने हक छ। सामूहिक सौदाबाजीको अधिकार सुरक्षित छ।			Needs Translation
kyr_cat_workplace_r4_tip	Contact your union. Labour court handles wrongful termination cases.	आफ्नो युनियनलाई सम्पर्क गर्नुहोस्। श्रम अदालतले गलत बर्खास्तीका मुद्दा हेर्छ।			Needs Translation
kyr_cat_workplace_r5_situation	Workplace sexual harassment	कार्यस्थलमा यौन उत्पीडन			Needs Translation
kyr_cat_workplace_r5_yourright	No woman shall be subjected to physical, mental, sexual, psychological violence. Workplace harassment is prohibited.	कुनै पनि महिलालाई शारीरिक, मानसिक, यौन, मनोवैज्ञानिक हिंसामा पार्न हुँदैन। कार्यस्थल उत्पीडन निषेध छ।			Needs Translation
kyr_cat_workplace_r5_tip	Report to internal committee. File complaint at Women's Cell if no action.	आन्तरिक समितिमा रिपोर्ट गर्नुहोस्। कारबाही नभए महिला सेलमा उजुरी दिनुहोस्।			Needs Translation
kyr_cat_workplace_r6_situation	Denied maternity leave	प्रसूति बिदा अस्वीकार			Needs Translation
kyr_cat_workplace_r6_yourright	Women have special rights relating to safe motherhood and reproductive health.	महिलाको सुरक्षित मातृत्व र प्रजनन स्वास्थ्य सम्बन्धी विशेष हक छ।			Needs Translation
kyr_cat_workplace_r6_tip	Labour law mandates 98 days paid maternity leave. File complaint at Labour Office.	श्रम कानूनले ९८ दिन तलबी प्रसूति बिदा अनिवार्य गर्छ। श्रम कार्यालयमा उजुरी दिनुहोस्।			Needs Translation
kyr_cat_women_title	Women's Rights	महिला अधिकार			Needs Translation
kyr_cat_women_subtitle	Constitutional protections for women	महिलाको लागि संवैधानिक सुरक्षा			Needs Translation
kyr_cat_women_r1_situation	Facing discrimination at work or home	काममा वा घरमा भेदभाव सामना			Needs Translation
kyr_cat_women_r1_yourright	Women have the right to equal lineage and to participate in all state structures based on proportional inclusion.	महिलाको समान वंशको हक छ र समानुपातिक समावेशीको आधारमा सबै राज्य संरचनामा सहभागी हुने हक छ।			Needs Translation
kyr_cat_women_r1_tip	File complaint at National Women Commission or local Women Cell.	राष्ट्रिय महिला आयोग वा स्थानीय महिला सेलमा उजुरी दिनुहोस्।			Needs Translation
kyr_cat_women_r2_situation	Denied property rights	सम्पत्तिको हकबाट वञ्चित			Needs Translation
kyr_cat_women_r2_yourright	Women have equal rights to ancestral property. No discrimination based on gender in property rights.	महिलाको पैतृक सम्पत्तिमा समान हक छ। सम्पत्तिको हकमा लिङ्गको आधारमा भेदभाव हुनेछैन।			Needs Translation
kyr_cat_women_r2_tip	Consult a lawyer for property cases. Land Revenue Office handles disputes.	सम्पत्तिका मुद्दाहरूको लागि वकिलसँग सल्लाह लिनुहोस्। मालपोत कार्यालयले विवाद समाधान गर्छ।			Needs Translation
kyr_cat_women_r3_situation	Reproductive health issues	प्रजनन स्वास्थ्य समस्या			Needs Translation
kyr_cat_women_r3_yourright	Women have special rights relating to safe motherhood and reproductive health.	महिलाको सुरक्षित मातृत्व र प्रजनन स्वास्थ्य सम्बन्धी विशेष हक छ।			Needs Translation
kyr_cat_women_r3_tip	Government hospitals must provide free safe delivery services.	सरकारी अस्पतालले निःशुल्क सुरक्षित प्रसव सेवा दिनुपर्छ।			Needs Translation
kyr_cat_women_r4_situation	Domestic violence	घरेलु हिंसा			Needs Translation
kyr_cat_women_r4_yourright	No woman shall be subjected to physical, mental, sexual, psychological or other violence. This applies in family and public life.	कुनै पनि महिलालाई शारीरिक, मानसिक, यौन, मनोवैज्ञानिक वा अन्य हिंसामा पार्न हुँदैन। यो परिवार र सार्वजनिक जीवनमा लागू हुन्छ।			Needs Translation
kyr_cat_women_r4_tip	Call 1145 (helpline). File complaint at Women's Cell or local police.	११४५ (हेल्पलाइन) मा फोन गर्नुहोस्। महिला सेल वा स्थानीय प्रहरीमा उजुरी दिनुहोस्।			Needs Translation
kyr_cat_women_r5_situation	Child marriage pressure	बाल विवाहको दबाब			Needs Translation
kyr_cat_women_r5_yourright	Child marriage is prohibited. The minimum age for marriage is 20 years for both men and women.	बाल विवाह निषेध छ। विवाहको न्यूनतम उमेर पुरुष र महिला दुवैको लागि २० वर्ष हो।			Needs Translation
